compound_id,compound_name,producing_organism,mibig_cluster,canonical_smiles,lipid_tail_smiles
339,Mycobactin S,Mycobacterium spp.,BGC0001021,CCCCCCCCCCCCCCCC=CC(=O)N(O)CCCCC(NC(=O)C1COC(=C2C=CC=CC2=O)N1)C(=O)OC(C)CC(=O)NC1CCCCN(O)C1=O,CCCCCCCCCCCCCCCC=CC(=O)N(O)CCCCC(NC(=O)C1COC(=C2C=CC=CC2=O)N1)C(=O)OC(C)CC(=O)NC1CCCCN(O)C1=O
340,Mycobactin T minor component,Mycobacterium spp.,,CCCCCCCCCCCCCCCC=CC(=O)N(O)CCCCC(NC(=O)C1COC(c2ccccc2O)=N1)C(=O)OC(C)(C)CC(=O)NC1CCCCN(O)C1=O,CCCCCCCCCCCCCCCC=CC(=O)N(O)CCCCC(NC(=O)C1COC(c2ccccc2O)=N1)C(=O)OC(C)(C)CC(=O)NC1CCCCN(O)C1=O
341,Mycosubtilin,Bacillus subtilis BBG100 ,BGC0001103,CCC(C)CCCCCCCCCCC1CC(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)N1,CCC(C)CCCCCCCCCCC(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C(N)CC(N)=O
344,Nostofungicidine,Nostoc commune,,CCCCCCCCCCCCC(O)CCC1CC(=O)NCC(=O)NC(CO)C(=O)N2CC(O)CC2C(=O)NC(CO)C(=O)NC(C(O)c2ccc(O)cc2)C(=O)NC(C(O)C(N)=O)C(=O)NC(C(O)C(N)=O)C(=O)N1,CCCCCCCCCCCCC(O)CCC(CC(=O)O)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(CO)NC(=O)C1CC(O)CN1C(=O)C(CO)NC(=O)CN)C(O)c1ccc(O)cc1)C(O)C(N)=O)C(O)C(N)=O
345,Octapeptin A1,Bacillus circulans,,CCC(C)CCCCC(O)CC(=O)NC(CCN)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O,CCC(C)CCCCC(O)CC(=O)O
346,Octapeptin A2,Bacillus circulans,,CC(C)CCCCC(O)CC(=O)NC(CCN)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O,CC(C)CCCCC(O)CC(=O)O
347,Octapeptin A3,Bacillus circulans,,CCCCCCCC(O)CC(=O)NC(CCN)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O,CCCCCCCC(O)CC(=O)O
348,Octapeptin A4,Bacillus circulans,,CC(C)CCCCCC(O)CC(=O)NC(CCN)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O,CC(C)CCCCCC(O)CC(=O)O
349,Octapeptin B1,Bacillus circulans,,CCC(C)CCCCC(O)CC(=O)NC(CCN)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O,CCC(C)CCCCC(O)CC(=O)O
350,Octapeptin B2,Bacillus circulans,,CC(C)CCCCC(O)CC(=O)NC(CCN)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O,CC(C)CCCCC(O)CC(=O)O
351,Octapeptin B3,Bacillus circulans,,CCCCCCCC(O)CC(=O)NC(CCN)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O,CCCCCCCC(O)CC(=O)O
352,Octapeptin B4,Bacillus circulans,,CC(C)CCCCCC(O)CC(=O)NC(CCN)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O,CC(C)CCCCCC(O)CC(=O)O
353,Octapeptin B5,Paenibacillus tianmuensis,,CCC(C)CCC(O)CC(=O)NC(CCN)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O,CCC(C)CCC(O)CC(=O)O
354,Octapeptin C0,Bacillus circulans,,CC(C)CC1NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC(=O)C(NC(=O)C(N)CCN)CCNC1=O,NCCC(N)C(=O)O
355,Octapeptin C1,Bacillus circulans,,CCC(C)CCC(O)CC(=O)NC(CCN)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O,CCC(C)CCC(O)CC(=O)O
356,Octapeptin C2,Bacillus circulans,,CCC(C)CCCCC(O)CC(=O)NC(CCN)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O,CCC(C)CCCCC(O)CC(=O)O
357,Octapeptin C3,Bacillus circulans,,CC(C)CCCCCC(O)CC(=O)NC(CCN)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O,CC(C)CCCCCC(O)CC(=O)O
358,Octapeptin C4,Bacillus circulans,,CCCCCCCC(O)CC(=O)NC(CCN)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O,CCCCCCCC(O)CC(=O)O
359,Octapeptin D1,Bacillus circulans,,CCC(C)CCCCC(O)CC(=O)NC(CO)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O,CCC(C)CCCCC(O)CC(=O)O
360,Octapeptin D2,Bacillus circulans,,CC(C)CCCCC(O)CC(=O)NC(CO)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O,CC(C)CCCCC(O)CC(=O)O
361,Octapeptin D3,Bacillus circulans,,CCCCCCCC(O)CC(=O)NC(CO)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O,CCCCCCCC(O)CC(=O)O
362,Octapeptin D4,Bacillus. XXVII,BGC0001715,CC(C)CCCCCC(O)CC(=O)NC(CO)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O,CC(C)CCCCCC(O)CC(=O)O
363,orfamide A,Pseudomonas protegens Pf-5,BGC0000399,CCCCCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)OC1C,CCCCCCCCCCCC(O)CC(=O)O
364,orfamide B,Pseudomonas sp. CMR12a,BGC0000398,CCCCCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)OC1C,CCCCCCCCCCCC(O)CC(=O)O
365,Paenibacterin,Paenibacillus sp. OSY-SE,BGC0000400,CCCCCCCCCCCCCCC(=O)NC(CCCN)C(=O)NC(C(=O)NC1C(=O)NC(CCCN)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)CC)C(=O)OC1C)C(C)C,CCCCCCCCCCCCCCC(=O)O
366,Penicimutalide A,Penicillium purpurogenum strain G59,,CCCCCCCCCC(O)CC(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)OCC,CCCCCCCCCC(O)CC(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)OCC
367,Penicimutalide E,Penicillium purpurogenum strain G59,,CCCCCCCCCC(O)CC(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(N)=O,CCCCCCCCCC(O)CC(=O)O
368,Penicimutalide G,Penicillium purpurogenum strain G59,,CCCCCCCCCC(O)CC(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(N)=O,CCCCCCCCCC(O)CC(=O)O
369,Peptin 31,Pseudomonas syringae strain 31R1,,CC=C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)CC(O)CCCCCCCCC)C(C)C)C(=O)NC(C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,CCCCCCCCCC(O)CC(=O)O
370,Phoenistatin,Acremonium fusigerum QN5320,,CCC1(C)NC(=O)C(CCCCCC(=O)C2CO2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,NC(CCCCCC(=O)C1CO1)C(=O)O
371,Pholipeptin,Pseudomonas fluorescens,,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(CC(=O)O)C(=O)OC1C,CCCCCCCC(O)CC(=O)O
372,Plipastatin A1,Bacillus subtilis subsp. subtilis,BGC0000407,CCCCCCCCCCCCCC(O)CC(=O)NC(CCC(=O)O)C(=O)NC(CCCN)C(=O)NC1Cc2ccc(cc2)OC(=O)C(C(C)CC)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCC(N)=O)NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)O)NC1=O,CCCCCCCCCCCCCC(O)CC(=O)O
373,Plipastatin A2,Bacillus subtilis subsp. subtilis,BGC0000407,CCC(C)CCCCCCCCCCC(O)CC(=O)NC(CCC(=O)O)C(=O)NC(CCCN)C(=O)NC1Cc2ccc(cc2)OC(=O)C(C(C)CC)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCC(N)=O)NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)O)NC1=O,CCC(C)CCCCCCCCCCC(O)CC(=O)O
374,Plipastatin B1,Bacillus subtilis subsp. subtilis,BGC0000407,CCCCCCCCCCCCCC(O)CC(=O)NC(CCC(=O)O)C(=O)NC(CCCN)C(=O)NC1Cc2ccc(cc2)OC(=O)C(C(C)CC)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCC(N)=O)NC(=O)C2CCCN2C(=O)C(C(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)O)NC1=O,CCCCCCCCCCCCCC(O)CC(=O)O
375,Plipastatin B2,Bacillus subtilis subsp. subtilis,BGC0000407,CCC(C)CCCCCCCCCCC(O)CC(=O)NC(CCC(=O)O)C(=O)NC(CCCN)C(=O)NC1Cc2ccc(cc2)OC(=O)C(C(C)CC)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCC(N)=O)NC(=O)C2CCCN2C(=O)C(C(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)O)NC1=O,CCC(C)CCCCCCCCCCC(O)CC(=O)O
376,Pneumocandin A0,Zalerion arboricola,BGC0001035,CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)C2C(O)C(C)CN2C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,CCC(C)CC(C)CCCCCCCCC(=O)O
377,Pneumocandin B0,Glarea lozoyensis,,CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)C2C(O)CCN2C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,CCC(C)CC(C)CCCCCCCCC(=O)O
378,poaeamide A,Pseudomonas poae RE*1-1-14,BGC0001208,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)OC1C,CCCCCCCC(O)CC(=O)O
379,poaeamide B,Pseudomonas synxantha,BGC0001347,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)OC1C,CCCCCCCC(O)CC(=O)O
381,Polymyxin A1,Paenibacillus dendritiformis PV3-16,,CC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,CC(C)CCCCC(=O)O
382,Polymyxin A2,Paenibacillus dendritiformis PV3-16,,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,CCC(C)CCCCC(=O)O
383,Polymyxin B1,Bacillus polymyxa,,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,CCC(C)CCCCC(=O)O
384,Polymyxin B1-Ile,Bacillus polymyxa,,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)CC)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,CCC(C)CCCCC(=O)O
385,Polymyxin B2,Bacillus polymyxa,,CC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,CC(C)CCCCC(=O)O
386,Polymyxin B3,Bacillus polymyxa,,CCCCCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,CCCCCCCC(=O)O
387,Polymyxin B4,Bacillus polymyxa,,CCCCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,CCCCCCC(=O)O
388,Polymyxin B5,Bacillus polymyxa,,CCCCCCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,CCCCCCCCC(=O)O
389,Polymyxin B6,Bacillus polymyxa,,CCC(C)CCC(O)CC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,CCC(C)CCC(O)CC(=O)O
390,Polymyxin D1,,,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CO)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,CCC(C)CCCCC(=O)O
391,Polymyxin D2,,,CC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CO)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,CC(C)CCCCC(=O)O
392,Polymyxin E1,Paenibacillus polymyxa var. colistinus,BGC0000408,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,CCC(C)CCCCC(=O)O
393,Polymyxin E1-Ile,Paenibacillus polymyxa,,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,CCC(C)CCCCC(=O)O
394,Polymyxin E1-Nva,Paenibacillus polymyxa,,CCCC1NC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)CCCCC(C)CC)C(C)O)CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC1=O,CCC(C)CCCCC(=O)O
395,Polymyxin E1-Val,Paenibacillus polymyxa,,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,CCC(C)CCCCC(=O)O
396,Polymyxin E2,Paenibacillus polymyxa var. colistinus,BGC0000408,CC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,CC(C)CCCCC(=O)O
397,Polymyxin E2-Ile,Paenibacillus polymyxa,,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)CCCCC(C)C)C(C)O)CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC1=O,CC(C)CCCCC(=O)O
398,Polymyxin E2-Val,Paenibacillus polymyxa,,CC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,CC(C)CCCCC(=O)O
399,Polymyxin E3,Paenibacillus polymyxa,,CCCCCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,CCCCCCCC(=O)O
400,Polymyxin E4,Paenibacillus polymyxa,,CCCCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,CCCCCCC(=O)O
401,Polymyxin E7,Paenibacillus polymyxa,,CC(C)CCCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,CC(C)CCCCCC(=O)O
402,Polymyxin E8-Ile,Paenibacillus polymyxa,,CCC(C)CCCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,CCC(C)CCCCCC(=O)O
407,Polymyxin M1,Bacillus Sp. | Paenibacillus kobensis M,,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,CCC(C)CCCCC(=O)O
408,Polymyxin M2,Bacillus Sp.,,CC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,CC(C)CCCCC(=O)O
409,Polymyxin P1,Paenibacillus polymyxa M-1,,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)O)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,CCC(C)CCCCC(=O)O
410,Polymyxin P2,Paenibacillus polymyxa M-1,,CC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)O)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,CC(C)CCCCC(=O)O
411,Polymyxin S1,Bacillus polymyxa Rs-6,,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CO)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)O)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,CCC(C)CCCCC(=O)O
412,Polymyxin S2,Synthetic,,CC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CO)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)O)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,CC(C)CCCCC(=O)O
413,Polymyxin T1,Bacillus polymyxa E-12,,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,CCC(C)CCCCC(=O)O
414,Polymyxin T2,Bacillus polymyxa E-12,,CC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,CC(C)CCCCC(=O)O
415,Pseudodesmin A,Pseudomonas sp,,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC1C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)OC1C,CCCCCCCC(O)CC(=O)O
416,Pseudodesmin B,Pseudomonas sp,,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC1C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)OC1C,CCCCCCCC(O)CC(=O)O
417,Pseudofactin I,Pseudomonas fluorescens BD5,,CCCCCCCCCCCCCCCC(=O)NCC(=O)NC(CO)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)OC1C,CCCCCCCCCCCCCCCC(=O)O
418,Pseudofactin II,Pseudomonas fluorescens BD5,,CCCCCCCCCCCCCCCC(=O)NCC(=O)NC(CO)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)OC1C,CCCCCCCCCCCCCCCC(=O)O
419,Pseudomycin A,Pseudomonas syringae,,CC=C1NC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CCN)NC(=O)C(NC(=O)CC(O)C(O)CCCCCCCCCC)COC(=O)C(C(O)CCl)NC(=O)C(C(O)C(=O)O)NC1=O,CCCCCCCCCCC(O)C(O)CC(=O)O
